,building_id,meter,timestamp,meter_reading,site_id,primary_use,square_feet,year_built,floor_count,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed
125937,1249,0,2016-01-03 06:00:00,322.0,14,Office,159384,,,-2.2,0.0,-6.1,0.0,1014.0,0.0,0.0
125938,1249,1,2016-01-03 06:00:00,610.889,14,Office,159384,,,-2.2,0.0,-6.1,0.0,1014.0,0.0,0.0
125939,1249,2,2016-01-03 06:00:00,1259.5,14,Office,159384,,,-2.2,0.0,-6.1,0.0,1014.0,0.0,0.0
125940,1249,3,2016-01-03 06:00:00,1227.11,14,Office,159384,,,-2.2,0.0,-6.1,0.0,1014.0,0.0,0.0
128239,1249,0,2016-01-03 07:00:00,296.0,14,Office,159384,,,-2.2,0.0,-5.6,0.0,1013.0,230.0,2.1
128240,1249,1,2016-01-03 07:00:00,569.241,14,Office,159384,,,-2.2,0.0,-5.6,0.0,1013.0,230.0,2.1
128241,1249,2,2016-01-03 07:00:00,1439.42,14,Office,159384,,,-2.2,0.0,-5.6,0.0,1013.0,230.0,2.1
128242,1249,3,2016-01-03 07:00:00,1212.74,14,Office,159384,,,-2.2,0.0,-5.6,0.0,1013.0,230.0,2.1
130541,1249,0,2016-01-03 08:00:00,313.0,14,Office,159384,,,-2.8,0.0,-5.0,0.0,1012.5,230.0,1.5
130542,1249,1,2016-01-03 08:00:00,544.614,14,Office,159384,,,-2.8,0.0,-5.0,0.0,1012.5,230.0,1.5
130543,1249,2,2016-01-03 08:00:00,1499.4,14,Office,159384,,,-2.8,0.0,-5.0,0.0,1012.5,230.0,1.5
130544,1249,3,2016-01-03 08:00:00,1152.01,14,Office,159384,,,-2.8,0.0,-5.0,0.0,1012.5,230.0,1.5
132842,1249,0,2016-01-03 09:00:00,309.0,14,Office,159384,,,-3.3,0.0,-6.1,0.0,1011.5,200.0,2.6
132843,1249,1,2016-01-03 09:00:00,505.625,14,Office,159384,,,-3.3,0.0,-6.1,0.0,1011.5,200.0,2.6
132844,1249,2,2016-01-03 09:00:00,1499.4,14,Office,159384,,,-3.3,0.0,-6.1,0.0,1011.5,200.0,2.6
132845,1249,3,2016-01-03 09:00:00,1181.01,14,Office,159384,,,-3.3,0.0,-6.1,0.0,1011.5,200.0,2.6
135142,1249,0,2016-01-03 10:00:00,339.0,14,Office,159384,,,-1.7,0.0,-5.0,0.0,1011.0,250.0,2.1
135143,1249,1,2016-01-03 10:00:00,676.543,14,Office,159384,,,-1.7,0.0,-5.0,0.0,1011.0,250.0,2.1
135144,1249,2,2016-01-03 10:00:00,1379.45,14,Office,159384,,,-1.7,0.0,-5.0,0.0,1011.0,250.0,2.1
135145,1249,3,2016-01-03 10:00:00,1215.99,14,Office,159384,,,-1.7,0.0,-5.0,0.0,1011.0,250.0,2.1
137438,1249,0,2016-01-03 11:00:00,327.0,14,Office,159384,,,-2.8,0.0,-6.1,0.0,1011.0,190.0,1.5
137439,1249,1,2016-01-03 11:00:00,658.62,14,Office,159384,,,-2.8,0.0,-6.1,0.0,1011.0,190.0,1.5
137440,1249,2,2016-01-03 11:00:00,1559.38,14,Office,159384,,,-2.8,0.0,-6.1,0.0,1011.0,190.0,1.5
137441,1249,3,2016-01-03 11:00:00,1177.27,14,Office,159384,,,-2.8,0.0,-6.1,0.0,1011.0,190.0,1.5
139738,1249,0,2016-01-03 12:00:00,315.0,14,Office,159384,,,-2.2,0.0,-5.0,-1.0,1011.0,190.0,1.5
139739,1249,1,2016-01-03 12:00:00,680.454,14,Office,159384,,,-2.2,0.0,-5.0,-1.0,1011.0,190.0,1.5
139740,1249,2,2016-01-03 12:00:00,1559.38,14,Office,159384,,,-2.2,0.0,-5.0,-1.0,1011.0,190.0,1.5
139741,1249,3,2016-01-03 12:00:00,1001.0,14,Office,159384,,,-2.2,0.0,-5.0,-1.0,1011.0,190.0,1.5
142040,1249,0,2016-01-03 13:00:00,318.0,14,Office,159384,,,-1.7,0.0,-4.4,0.0,1011.0,230.0,2.1
142041,1249,1,2016-01-03 13:00:00,737.161,14,Office,159384,,,-1.7,0.0,-4.4,0.0,1011.0,230.0,2.1
142042,1249,2,2016-01-03 13:00:00,1319.47,14,Office,159384,,,-1.7,0.0,-4.4,0.0,1011.0,230.0,2.1
142043,1249,3,2016-01-03 13:00:00,1062.83,14,Office,159384,,,-1.7,0.0,-4.4,0.0,1011.0,230.0,2.1
144341,1249,0,2016-01-03 14:00:00,344.0,14,Office,159384,,,1.1,0.0,-3.3,0.0,1011.5,220.0,3.1
144342,1249,1,2016-01-03 14:00:00,638.997,14,Office,159384,,,1.1,0.0,-3.3,0.0,1011.5,220.0,3.1
144343,1249,2,2016-01-03 14:00:00,1319.47,14,Office,159384,,,1.1,0.0,-3.3,0.0,1011.5,220.0,3.1
144344,1249,3,2016-01-03 14:00:00,866.126,14,Office,159384,,,1.1,0.0,-3.3,0.0,1011.5,220.0,3.1
146641,1249,0,2016-01-03 15:00:00,314.0,14,Office,159384,,,5.0,0.0,-3.3,0.0,1011.0,230.0,4.1
146642,1249,1,2016-01-03 15:00:00,774.927,14,Office,159384,,,5.0,0.0,-3.3,0.0,1011.0,230.0,4.1
146643,1249,2,2016-01-03 15:00:00,959.616,14,Office,159384,,,5.0,0.0,-3.3,0.0,1011.0,230.0,4.1
146644,1249,3,2016-01-03 15:00:00,761.124,14,Office,159384,,,5.0,0.0,-3.3,0.0,1011.0,230.0,4.1
148938,1249,0,2016-01-03 16:00:00,343.0,14,Office,159384,,,7.2,0.0,-5.0,0.0,1010.5,260.0,6.2
148939,1249,1,2016-01-03 16:00:00,756.247,14,Office,159384,,,7.2,0.0,-5.0,0.0,1010.5,260.0,6.2
148940,1249,2,2016-01-03 16:00:00,959.616,14,Office,159384,,,7.2,0.0,-5.0,0.0,1010.5,260.0,6.2
148941,1249,3,2016-01-03 16:00:00,781.292,14,Office,159384,,,7.2,0.0,-5.0,0.0,1010.5,260.0,6.2
151239,1249,0,2016-01-03 17:00:00,324.0,14,Office,159384,,,7.8,0.0,-5.6,0.0,1009.5,280.0,5.1
151240,1249,1,2016-01-03 17:00:00,723.736,14,Office,159384,,,7.8,0.0,-5.6,0.0,1009.5,280.0,5.1
151241,1249,2,2016-01-03 17:00:00,899.64,14,Office,159384,,,7.8,0.0,-5.6,0.0,1009.5,280.0,5.1
151242,1249,3,2016-01-03 17:00:00,809.602,14,Office,159384,,,7.8,0.0,-5.6,0.0,1009.5,280.0,5.1
153539,1249,0,2016-01-03 18:00:00,346.0,14,Office,159384,,,8.3,0.0,-5.6,0.0,1009.0,300.0,5.7
153540,1249,1,2016-01-03 18:00:00,769.891,14,Office,159384,,,8.3,0.0,-5.6,0.0,1009.0,300.0,5.7
153541,1249,2,2016-01-03 18:00:00,959.616,14,Office,159384,,,8.3,0.0,-5.6,0.0,1009.0,300.0,5.7
153542,1249,3,2016-01-03 18:00:00,761.084,14,Office,159384,,,8.3,0.0,-5.6,0.0,1009.0,300.0,5.7
155841,1249,0,2016-01-03 19:00:00,306.0,14,Office,159384,,,7.8,0.0,-5.0,0.0,1009.5,300.0,6.2
155842,1249,1,2016-01-03 19:00:00,682.451,14,Office,159384,,,7.8,0.0,-5.0,0.0,1009.5,300.0,6.2
155843,1249,2,2016-01-03 19:00:00,719.712,14,Office,159384,,,7.8,0.0,-5.0,0.0,1009.5,300.0,6.2
155844,1249,3,2016-01-03 19:00:00,725.865,14,Office,159384,,,7.8,0.0,-5.0,0.0,1009.5,300.0,6.2
158138,1249,0,2016-01-03 20:00:00,361.0,14,Office,159384,,,6.7,0.0,-5.0,0.0,1009.5,330.0,5.1
158139,1249,1,2016-01-03 20:00:00,848.735,14,Office,159384,,,6.7,0.0,-5.0,0.0,1009.5,330.0,5.1
158140,1249,2,2016-01-03 20:00:00,899.64,14,Office,159384,,,6.7,0.0,-5.0,0.0,1009.5,330.0,5.1
158141,1249,3,2016-01-03 20:00:00,725.289,14,Office,159384,,,6.7,0.0,-5.0,0.0,1009.5,330.0,5.1
160435,1249,0,2016-01-03 21:00:00,348.0,14,Office,159384,,,5.6,0.0,-5.0,0.0,1010.5,300.0,6.7
160436,1249,1,2016-01-03 21:00:00,704.34,14,Office,159384,,,5.6,0.0,-5.0,0.0,1010.5,300.0,6.7
160437,1249,2,2016-01-03 21:00:00,1019.59,14,Office,159384,,,5.6,0.0,-5.0,0.0,1010.5,300.0,6.7
160438,1249,3,2016-01-03 21:00:00,835.768,14,Office,159384,,,5.6,0.0,-5.0,0.0,1010.5,300.0,6.7
162731,1249,0,2016-01-03 22:00:00,324.0,14,Office,159384,,,3.9,0.0,-5.6,0.0,1011.0,320.0,2.6
162732,1249,1,2016-01-03 22:00:00,586.698,14,Office,159384,,,3.9,0.0,-5.6,0.0,1011.0,320.0,2.6
162733,1249,2,2016-01-03 22:00:00,1139.54,14,Office,159384,,,3.9,0.0,-5.6,0.0,1011.0,320.0,2.6
162734,1249,3,2016-01-03 22:00:00,932.494,14,Office,159384,,,3.9,0.0,-5.6,0.0,1011.0,320.0,2.6
165026,1249,0,2016-01-03 23:00:00,362.0,14,Office,159384,,,3.3,0.0,-5.6,0.0,1011.5,320.0,3.1
165027,1249,1,2016-01-03 23:00:00,563.625,14,Office,159384,,,3.3,0.0,-5.6,0.0,1011.5,320.0,3.1
165028,1249,2,2016-01-03 23:00:00,899.64,14,Office,159384,,,3.3,0.0,-5.6,0.0,1011.5,320.0,3.1
165029,1249,3,2016-01-03 23:00:00,1082.48,14,Office,159384,,,3.3,0.0,-5.6,0.0,1011.5,320.0,3.1
167326,1249,0,2016-01-04 00:00:00,325.0,14,Office,159384,,,2.8,0.0,-5.6,0.0,1012.5,270.0,2.1
167327,1249,1,2016-01-04 00:00:00,617.109,14,Office,159384,,,2.8,0.0,-5.6,0.0,1012.5,270.0,2.1
167328,1249,2,2016-01-04 00:00:00,1199.52,14,Office,159384,,,2.8,0.0,-5.6,0.0,1012.5,270.0,2.1
167329,1249,3,2016-01-04 00:00:00,1070.71,14,Office,159384,,,2.8,0.0,-5.6,0.0,1012.5,270.0,2.1
169623,1249,0,2016-01-04 01:00:00,362.0,14,Office,159384,,,2.2,0.0,-5.0,0.0,1012.5,280.0,2.1
169624,1249,1,2016-01-04 01:00:00,663.29,14,Office,159384,,,2.2,0.0,-5.0,0.0,1012.5,280.0,2.1
169625,1249,2,2016-01-04 01:00:00,1139.54,14,Office,159384,,,2.2,0.0,-5.0,0.0,1012.5,280.0,2.1
169626,1249,3,2016-01-04 01:00:00,1032.72,14,Office,159384,,,2.2,0.0,-5.0,0.0,1012.5,280.0,2.1
171924,1249,0,2016-01-04 02:00:00,322.0,14,Office,159384,,,1.7,0.0,-5.0,0.0,1012.5,270.0,2.6
171925,1249,1,2016-01-04 02:00:00,662.813,14,Office,159384,,,1.7,0.0,-5.0,0.0,1012.5,270.0,2.6
171926,1249,2,2016-01-04 02:00:00,1199.52,14,Office,159384,,,1.7,0.0,-5.0,0.0,1012.5,270.0,2.6
171927,1249,3,2016-01-04 02:00:00,1279.58,14,Office,159384,,,1.7,0.0,-5.0,0.0,1012.5,270.0,2.6
174223,1249,0,2016-01-04 03:00:00,315.0,14,Office,159384,,,1.7,4.0,-5.0,0.0,1012.5,290.0,2.1
174224,1249,1,2016-01-04 03:00:00,634.828,14,Office,159384,,,1.7,4.0,-5.0,0.0,1012.5,290.0,2.1
174225,1249,2,2016-01-04 03:00:00,1259.5,14,Office,159384,,,1.7,4.0,-5.0,0.0,1012.5,290.0,2.1
174226,1249,3,2016-01-04 03:00:00,1275.1,14,Office,159384,,,1.7,4.0,-5.0,0.0,1012.5,290.0,2.1
176522,1249,0,2016-01-04 04:00:00,343.0,14,Office,159384,,,1.1,0.0,-5.0,0.0,1012.5,290.0,2.1
176523,1249,1,2016-01-04 04:00:00,560.875,14,Office,159384,,,1.1,0.0,-5.0,0.0,1012.5,290.0,2.1
176524,1249,2,2016-01-04 04:00:00,1319.47,14,Office,159384,,,1.1,0.0,-5.0,0.0,1012.5,290.0,2.1
176525,1249,3,2016-01-04 04:00:00,1278.05,14,Office,159384,,,1.1,0.0,-5.0,0.0,1012.5,290.0,2.1
178818,1249,0,2016-01-04 05:00:00,327.0,14,Office,159384,,,0.6,0.0,-4.4,0.0,1012.5,280.0,2.1
178819,1249,1,2016-01-04 05:00:00,586.961,14,Office,159384,,,0.6,0.0,-4.4,0.0,1012.5,280.0,2.1
178820,1249,2,2016-01-04 05:00:00,1259.5,14,Office,159384,,,0.6,0.0,-4.4,0.0,1012.5,280.0,2.1
178821,1249,3,2016-01-04 05:00:00,1191.63,14,Office,159384,,,0.6,0.0,-4.4,0.0,1012.5,280.0,2.1
181111,1249,0,2016-01-04 06:00:00,312.0,14,Office,159384,,,0.6,0.0,-4.4,0.0,1012.0,280.0,2.6
181112,1249,1,2016-01-04 06:00:00,575.413,14,Office,159384,,,0.6,0.0,-4.4,0.0,1012.0,280.0,2.6
181113,1249,2,2016-01-04 06:00:00,1379.45,14,Office,159384,,,0.6,0.0,-4.4,0.0,1012.0,280.0,2.6
181114,1249,3,2016-01-04 06:00:00,1117.57,14,Office,159384,,,0.6,0.0,-4.4,0.0,1012.0,280.0,2.6
183403,1249,0,2016-01-04 07:00:00,344.0,14,Office,159384,,,0.0,0.0,-5.0,0.0,1012.0,300.0,2.6
183404,1249,1,2016-01-04 07:00:00,576.779,14,Office,159384,,,0.0,0.0,-5.0,0.0,1012.0,300.0,2.6
183405,1249,2,2016-01-04 07:00:00,1379.45,14,Office,159384,,,0.0,0.0,-5.0,0.0,1012.0,300.0,2.6
183406,1249,3,2016-01-04 07:00:00,1230.24,14,Office,159384,,,0.0,0.0,-5.0,0.0,1012.0,300.0,2.6
185698,1249,0,2016-01-04 08:00:00,325.0,14,Office,159384,,,-0.6,4.0,-5.0,0.0,1012.0,330.0,1.5
185699,1249,1,2016-01-04 08:00:00,589.851,14,Office,159384,,,-0.6,4.0,-5.0,0.0,1012.0,330.0,1.5
185700,1249,2,2016-01-04 08:00:00,1379.45,14,Office,159384,,,-0.6,4.0,-5.0,0.0,1012.0,330.0,1.5
185701,1249,3,2016-01-04 08:00:00,1167.09,14,Office,159384,,,-0.6,4.0,-5.0,0.0,1012.0,330.0,1.5
187988,1249,0,2016-01-04 09:00:00,329.0,14,Office,159384,,,0.6,,-5.0,0.0,1012.5,340.0,4.1
187989,1249,1,2016-01-04 09:00:00,557.408,14,Office,159384,,,0.6,,-5.0,0.0,1012.5,340.0,4.1
187990,1249,2,2016-01-04 09:00:00,1499.4,14,Office,159384,,,0.6,,-5.0,0.0,1012.5,340.0,4.1
187991,1249,3,2016-01-04 09:00:00,1163.08,14,Office,159384,,,0.6,,-5.0,0.0,1012.5,340.0,4.1
190282,1249,0,2016-01-04 10:00:00,359.0,14,Office,159384,,,0.6,,-6.7,0.0,1013.0,350.0,5.1
190283,1249,1,2016-01-04 10:00:00,783.552,14,Office,159384,,,0.6,,-6.7,0.0,1013.0,350.0,5.1
190284,1249,2,2016-01-04 10:00:00,1319.47,14,Office,159384,,,0.6,,-6.7,0.0,1013.0,350.0,5.1
190285,1249,3,2016-01-04 10:00:00,1211.71,14,Office,159384,,,0.6,,-6.7,0.0,1013.0,350.0,5.1
192576,1249,0,2016-01-04 11:00:00,338.0,14,Office,159384,,,-1.7,0.0,-10.0,0.0,1014.0,360.0,5.7
192577,1249,1,2016-01-04 11:00:00,706.186,14,Office,159384,,,-1.7,0.0,-10.0,0.0,1014.0,360.0,5.7
192578,1249,2,2016-01-04 11:00:00,1259.5,14,Office,159384,,,-1.7,0.0,-10.0,0.0,1014.0,360.0,5.7
192579,1249,3,2016-01-04 11:00:00,1153.59,14,Office,159384,,,-1.7,0.0,-10.0,0.0,1014.0,360.0,5.7
194869,1249,0,2016-01-04 12:00:00,338.0,14,Office,159384,,,-2.8,0.0,-11.1,0.0,1015.5,360.0,4.6
194870,1249,1,2016-01-04 12:00:00,615.465,14,Office,159384,,,-2.8,0.0,-11.1,0.0,1015.5,360.0,4.6
194871,1249,2,2016-01-04 12:00:00,1499.4,14,Office,159384,,,-2.8,0.0,-11.1,0.0,1015.5,360.0,4.6
194872,1249,3,2016-01-04 12:00:00,1073.1,14,Office,159384,,,-2.8,0.0,-11.1,0.0,1015.5,360.0,4.6
197164,1249,0,2016-01-04 13:00:00,361.0,14,Office,159384,,,-2.8,0.0,-11.7,0.0,1016.0,350.0,5.7
197165,1249,1,2016-01-04 13:00:00,596.865,14,Office,159384,,,-2.8,0.0,-11.7,0.0,1016.0,350.0,5.7
197166,1249,2,2016-01-04 13:00:00,1559.38,14,Office,159384,,,-2.8,0.0,-11.7,0.0,1016.0,350.0,5.7
197167,1249,3,2016-01-04 13:00:00,1174.37,14,Office,159384,,,-2.8,0.0,-11.7,0.0,1016.0,350.0,5.7
199460,1249,0,2016-01-04 14:00:00,345.0,14,Office,159384,,,-2.2,0.0,-12.2,0.0,1017.0,340.0,4.1
199461,1249,1,2016-01-04 14:00:00,630.074,14,Office,159384,,,-2.2,0.0,-12.2,0.0,1017.0,340.0,4.1
199462,1249,2,2016-01-04 14:00:00,1439.42,14,Office,159384,,,-2.2,0.0,-12.2,0.0,1017.0,340.0,4.1
199463,1249,3,2016-01-04 14:00:00,1194.51,14,Office,159384,,,-2.2,0.0,-12.2,0.0,1017.0,340.0,4.1
201755,1249,0,2016-01-04 15:00:00,401.0,14,Office,159384,,,-1.7,0.0,-12.2,0.0,1017.5,360.0,5.7
201756,1249,1,2016-01-04 15:00:00,792.624,14,Office,159384,,,-1.7,0.0,-12.2,0.0,1017.5,360.0,5.7
201757,1249,2,2016-01-04 15:00:00,1439.42,14,Office,159384,,,-1.7,0.0,-12.2,0.0,1017.5,360.0,5.7
201758,1249,3,2016-01-04 15:00:00,1120.72,14,Office,159384,,,-1.7,0.0,-12.2,0.0,1017.5,360.0,5.7
204051,1249,0,2016-01-04 16:00:00,397.0,14,Office,159384,,,-1.7,0.0,-13.9,0.0,1017.5,360.0,6.7
204052,1249,1,2016-01-04 16:00:00,306.337,14,Office,159384,,,-1.7,0.0,-13.9,0.0,1017.5,360.0,6.7
204053,1249,2,2016-01-04 16:00:00,1439.42,14,Office,159384,,,-1.7,0.0,-13.9,0.0,1017.5,360.0,6.7
204054,1249,3,2016-01-04 16:00:00,1116.77,14,Office,159384,,,-1.7,0.0,-13.9,0.0,1017.5,360.0,6.7
206350,1249,0,2016-01-04 17:00:00,423.0,14,Office,159384,,,-1.1,0.0,-14.4,0.0,1017.0,350.0,7.7
206351,1249,1,2016-01-04 17:00:00,345.97,14,Office,159384,,,-1.1,0.0,-14.4,0.0,1017.0,350.0,7.7
206352,1249,2,2016-01-04 17:00:00,1019.59,14,Office,159384,,,-1.1,0.0,-14.4,0.0,1017.0,350.0,7.7
206353,1249,3,2016-01-04 17:00:00,1181.2,14,Office,159384,,,-1.1,0.0,-14.4,0.0,1017.0,350.0,7.7
208650,1249,0,2016-01-04 18:00:00,413.0,14,Office,159384,,,-0.6,0.0,-15.0,0.0,1017.0,330.0,5.7
208651,1249,1,2016-01-04 18:00:00,670.486,14,Office,159384,,,-0.6,0.0,-15.0,0.0,1017.0,330.0,5.7
208652,1249,2,2016-01-04 18:00:00,1019.59,14,Office,159384,,,-0.6,0.0,-15.0,0.0,1017.0,330.0,5.7
208653,1249,3,2016-01-04 18:00:00,1205.25,14,Office,159384,,,-0.6,0.0,-15.0,0.0,1017.0,330.0,5.7
210953,1249,0,2016-01-04 19:00:00,367.0,14,Office,159384,,,-1.7,0.0,-16.1,0.0,1017.0,360.0,8.2
210954,1249,1,2016-01-04 19:00:00,621.313,14,Office,159384,,,-1.7,0.0,-16.1,0.0,1017.0,360.0,8.2
210955,1249,2,2016-01-04 19:00:00,1259.5,14,Office,159384,,,-1.7,0.0,-16.1,0.0,1017.0,360.0,8.2
210956,1249,3,2016-01-04 19:00:00,1065.24,14,Office,159384,,,-1.7,0.0,-16.1,0.0,1017.0,360.0,8.2
213256,1249,0,2016-01-04 20:00:00,401.0,14,Office,159384,,,-2.2,0.0,-16.1,0.0,1018.0,340.0,7.2
213257,1249,1,2016-01-04 20:00:00,612.216,14,Office,159384,,,-2.2,0.0,-16.1,0.0,1018.0,340.0,7.2
213258,1249,2,2016-01-04 20:00:00,1079.57,14,Office,159384,,,-2.2,0.0,-16.1,0.0,1018.0,340.0,7.2
213259,1249,3,2016-01-04 20:00:00,1037.93,14,Office,159384,,,-2.2,0.0,-16.1,0.0,1018.0,340.0,7.2
215558,1249,0,2016-01-04 21:00:00,358.0,14,Office,159384,,,-3.3,0.0,-17.2,0.0,1019.0,340.0,7.7
215559,1249,1,2016-01-04 21:00:00,573.063,14,Office,159384,,,-3.3,0.0,-17.2,0.0,1019.0,340.0,7.7
215560,1249,2,2016-01-04 21:00:00,1139.54,14,Office,159384,,,-3.3,0.0,-17.2,0.0,1019.0,340.0,7.7
215561,1249,3,2016-01-04 21:00:00,1108.81,14,Office,159384,,,-3.3,0.0,-17.2,0.0,1019.0,340.0,7.7
217859,1249,0,2016-01-04 22:00:00,357.0,14,Office,159384,,,-5.0,0.0,-17.8,0.0,1020.5,340.0,7.2
217860,1249,1,2016-01-04 22:00:00,515.942,14,Office,159384,,,-5.0,0.0,-17.8,0.0,1020.5,340.0,7.2
217861,1249,2,2016-01-04 22:00:00,1139.54,14,Office,159384,,,-5.0,0.0,-17.8,0.0,1020.5,340.0,7.2
217862,1249,3,2016-01-04 22:00:00,1203.43,14,Office,159384,,,-5.0,0.0,-17.8,0.0,1020.5,340.0,7.2
220160,1249,0,2016-01-04 23:00:00,329.0,14,Office,159384,,,-6.1,0.0,-17.8,0.0,1022.0,340.0,5.7
220161,1249,1,2016-01-04 23:00:00,508.081,14,Office,159384,,,-6.1,0.0,-17.8,0.0,1022.0,340.0,5.7
220162,1249,2,2016-01-04 23:00:00,1319.47,14,Office,159384,,,-6.1,0.0,-17.8,0.0,1022.0,340.0,5.7
220163,1249,3,2016-01-04 23:00:00,1234.19,14,Office,159384,,,-6.1,0.0,-17.8,0.0,1022.0,340.0,5.7
222460,1249,0,2016-01-05 00:00:00,336.0,14,Office,159384,,,-7.2,0.0,-17.8,0.0,1024.0,350.0,6.2
222461,1249,1,2016-01-05 00:00:00,541.754,14,Office,159384,,,-7.2,0.0,-17.8,0.0,1024.0,350.0,6.2
222462,1249,2,2016-01-05 00:00:00,1199.52,14,Office,159384,,,-7.2,0.0,-17.8,0.0,1024.0,350.0,6.2
222463,1249,3,2016-01-05 00:00:00,1308.63,14,Office,159384,,,-7.2,0.0,-17.8,0.0,1024.0,350.0,6.2
224758,1249,0,2016-01-05 01:00:00,335.0,14,Office,159384,,,-8.3,0.0,-18.3,0.0,1025.0,350.0,8.8
224759,1249,1,2016-01-05 01:00:00,765.423,14,Office,159384,,,-8.3,0.0,-18.3,0.0,1025.0,350.0,8.8
224760,1249,2,2016-01-05 01:00:00,1139.54,14,Office,159384,,,-8.3,0.0,-18.3,0.0,1025.0,350.0,8.8
224761,1249,3,2016-01-05 01:00:00,1291.63,14,Office,159384,,,-8.3,0.0,-18.3,0.0,1025.0,350.0,8.8
227059,1249,0,2016-01-05 02:00:00,333.0,14,Office,159384,,,-9.4,0.0,-18.3,0.0,1026.0,360.0,9.3
227060,1249,1,2016-01-05 02:00:00,688.839,14,Office,159384,,,-9.4,0.0,-18.3,0.0,1026.0,360.0,9.3
227061,1249,2,2016-01-05 02:00:00,1499.4,14,Office,159384,,,-9.4,0.0,-18.3,0.0,1026.0,360.0,9.3
227062,1249,3,2016-01-05 02:00:00,1239.25,14,Office,159384,,,-9.4,0.0,-18.3,0.0,1026.0,360.0,9.3
229359,1249,0,2016-01-05 03:00:00,372.0,14,Office,159384,,,-10.0,0.0,-18.3,0.0,1027.0,350.0,6.7
229360,1249,1,2016-01-05 03:00:00,740.797,14,Office,159384,,,-10.0,0.0,-18.3,0.0,1027.0,350.0,6.7
229361,1249,2,2016-01-05 03:00:00,1019.59,14,Office,159384,,,-10.0,0.0,-18.3,0.0,1027.0,350.0,6.7
229362,1249,3,2016-01-05 03:00:00,1221.81,14,Office,159384,,,-10.0,0.0,-18.3,0.0,1027.0,350.0,6.7
231658,1249,0,2016-01-05 04:00:00,362.0,14,Office,159384,,,-11.1,0.0,-18.9,0.0,1028.0,350.0,5.7
231659,1249,1,2016-01-05 04:00:00,754.051,14,Office,159384,,,-11.1,0.0,-18.9,0.0,1028.0,350.0,5.7
231660,1249,2,2016-01-05 04:00:00,1199.52,14,Office,159384,,,-11.1,0.0,-18.9,0.0,1028.0,350.0,5.7
231661,1249,3,2016-01-05 04:00:00,1221.39,14,Office,159384,,,-11.1,0.0,-18.9,0.0,1028.0,350.0,5.7
233958,1249,0,2016-01-05 05:00:00,330.0,14,Office,159384,,,-11.7,0.0,-18.9,0.0,1028.0,340.0,6.2
233959,1249,1,2016-01-05 05:00:00,706.155,14,Office,159384,,,-11.7,0.0,-18.9,0.0,1028.0,340.0,6.2
233960,1249,2,2016-01-05 05:00:00,1259.5,14,Office,159384,,,-11.7,0.0,-18.9,0.0,1028.0,340.0,6.2
233961,1249,3,2016-01-05 05:00:00,1270.26,14,Office,159384,,,-11.7,0.0,-18.9,0.0,1028.0,340.0,6.2
236259,1249,0,2016-01-05 06:00:00,354.0,14,Office,159384,,,-11.7,0.0,-18.9,0.0,1029.0,340.0,4.6
236260,1249,1,2016-01-05 06:00:00,607.275,14,Office,159384,,,-11.7,0.0,-18.9,0.0,1029.0,340.0,4.6
236261,1249,2,2016-01-05 06:00:00,1319.47,14,Office,159384,,,-11.7,0.0,-18.9,0.0,1029.0,340.0,4.6
236262,1249,3,2016-01-05 06:00:00,1273.11,14,Office,159384,,,-11.7,0.0,-18.9,0.0,1029.0,340.0,4.6
238557,1249,0,2016-01-05 07:00:00,302.0,14,Office,159384,,,-11.7,0.0,-19.4,0.0,1030.0,350.0,6.2
238558,1249,1,2016-01-05 07:00:00,600.832,14,Office,159384,,,-11.7,0.0,-19.4,0.0,1030.0,350.0,6.2
238559,1249,2,2016-01-05 07:00:00,1319.47,14,Office,159384,,,-11.7,0.0,-19.4,0.0,1030.0,350.0,6.2
238560,1249,3,2016-01-05 07:00:00,1360.98,14,Office,159384,,,-11.7,0.0,-19.4,0.0,1030.0,350.0,6.2
240856,1249,0,2016-01-05 08:00:00,366.0,14,Office,159384,,,-12.2,0.0,-19.4,0.0,1031.0,360.0,5.1
240857,1249,1,2016-01-05 08:00:00,610.009,14,Office,159384,,,-12.2,0.0,-19.4,0.0,1031.0,360.0,5.1
240858,1249,2,2016-01-05 08:00:00,1259.5,14,Office,159384,,,-12.2,0.0,-19.4,0.0,1031.0,360.0,5.1
240859,1249,3,2016-01-05 08:00:00,1322.27,14,Office,159384,,,-12.2,0.0,-19.4,0.0,1031.0,360.0,5.1
243152,1249,0,2016-01-05 09:00:00,391.0,14,Office,159384,,,-12.2,0.0,-20.0,0.0,1032.0,360.0,6.2
243153,1249,1,2016-01-05 09:00:00,635.823,14,Office,159384,,,-12.2,0.0,-20.0,0.0,1032.0,360.0,6.2
243154,1249,2,2016-01-05 09:00:00,1439.42,14,Office,159384,,,-12.2,0.0,-20.0,0.0,1032.0,360.0,6.2
243155,1249,3,2016-01-05 09:00:00,1399.78,14,Office,159384,,,-12.2,0.0,-20.0,0.0,1032.0,360.0,6.2
245448,1249,0,2016-01-05 10:00:00,316.0,14,Office,159384,,,-12.8,0.0,-20.0,0.0,1032.0,350.0,5.7
245449,1249,1,2016-01-05 10:00:00,686.847,14,Office,159384,,,-12.8,0.0,-20.0,0.0,1032.0,350.0,5.7
